,inputs,outputs,intention
2495,"[0, 0, 0.08695652173913043, 0, 1, 0.4, 1, 0, 0.05714285714285714, 0, 0, 0.05405405405405406, 0, 0, 0.4, 0, 0, 0.08695652173913043, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[0, 0, 0, 1]",munch
2496,"[0, 0, 0.2857142857142857, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.13333333333333333, 1, 0, 0.08]","[1, 0, 0, 0]",food move
2497,"[0, 0, 0.6666666666666666, 0, 0, 0.10526315789473684, 1, 0, 0.09523809523809523, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",food move
2498,"[0, 0, 0.6666666666666666, 0, 0, 0.10526315789473684, 1, 0, 0.09523809523809523, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523]","[1, 0, 0, 0]",food move
2499,"[0, 0, 2.0, 0, 0, 0.08695652173913043, 1, 0, 0.11764705882352941, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941]","[1, 0, 0, 0]",food move
2500,"[0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941, 1, 0, 0.08695652173913043, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[1, 0, 0, 0]",food move
2501,"[0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0]","[0, 0, 0, 1]",wall move
2502,"[0, 0, 0.09523809523809523, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0, 1, 0, 0.05128205128205128]","[0, 1, 0, 0]",wall move
2503,"[0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941, 1, 0, 0.08695652173913043, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[1, 0, 0, 0]",food move
2504,"[0, 0, 2.0, 0, 0, 0.13333333333333333, 1, 0, 0.08, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",food move
2505,"[0, 0, 0.6666666666666666, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",food move
2506,"[0, 0, 0.4, 0, 1, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 0, 0.03636363636363636, 0, 0, 0.4, 0, 0, 0.4, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[0, 0, 0, 1]",munch
2507,"[0, 0, 2.0, 0, 0, 0.15384615384615385, 1, 0, 0.07407407407407407, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407]","[1, 0, 0, 0]",food move
2508,"[0, 0, 2.0, 0, 0, 0.18181818181818182, 1, 0, 0.06896551724137931, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",food move
2509,"[0, 0, 0.6666666666666666, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",food move
2510,"[0, 0, 0.6666666666666666, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2511,"[0, 0, 0.6666666666666666, 0, 1, 0.4, 1, 0, 0.05714285714285714, 0, 0, 0.03508771929824561, 0, 0, 0.6666666666666666, 0, 0, 0.6666666666666666, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[0, 0, 0, 1]",munch
2512,"[0, 0, 2.0, 0, 0, 0.2222222222222222, 1, 0, 0.06451612903225806, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[1, 0, 0, 0]",food move
2513,"[0, 0, 2.0, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.4, 0, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2514,"[0, 0, 2.0, 0, 0, 0.4, 0, 0, 0.05714285714285714, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[0, 0, 0, 1]",wall move
2515,"[1, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 1, 0.05714285714285714, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",munch
2516,"[1, 0, 0.18181818181818182, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407, 0, 1, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.15384615384615385, 0, 0, 0.07407407407407407]","[1, 0, 0, 0]",munch
2517,"[0, 0, 0.6666666666666666, 0, 0, 2.0, 1, 1, 0.05128205128205128, 0, 0, 0.03508771929824561, 0, 0, 2.0, 0, 0, 0.6666666666666666, 0, 0, 2.0, 0, 0, 0.05128205128205128]","[0, 1, 0, 0]",wall move
2518,"[0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128]","[0, 0, 0, 1]",wall move
2519,"[1, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 1, 0.05405405405405406, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043]","[1, 0, 0, 0]",munch
2520,"[1, 0, 0.05714285714285714, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 1, 0.08, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.08, 0, 0, 0.2222222222222222]","[1, 0, 0, 0]",munch
2521,"[1, 0, 0.046511627906976744, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 1, 0.11764705882352941, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.11764705882352941, 0, 0, 0.15384615384615385]","[1, 0, 0, 0]",munch
2522,"[1, 0, 0.046511627906976744, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 1, 0.11764705882352941, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.11764705882352941, 0, 0, 0.13333333333333333]","[1, 0, 0, 0]",munch
2523,"[1, 0, 0.08, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 1, 0.05714285714285714, 0, 0, 0.18181818181818182, 0, 0, 0.08, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[1, 0, 0, 0]",munch
2524,"[1, 0, 0.03389830508474576, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
2525,"[1, 0, 0.06451612903225806, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 1, 0.06896551724137931, 0, 0, 0.13333333333333333, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.08]","[1, 0, 0, 0]",munch
2526,"[1, 0, 0.046511627906976744, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 1, 0.11764705882352941, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.11764705882352941, 0, 0, 0.11764705882352941]","[1, 0, 0, 0]",munch
2527,"[1, 0, 0.07407407407407407, 0, 0, 0.4, 0, 0, 0.05714285714285714, 0, 1, 0.06060606060606061, 0, 0, 0.4, 0, 0, 0.07407407407407407, 0, 0, 0.4, 0, 0, 0.06060606060606061]","[1, 0, 0, 0]",munch
2528,"[1, 0, 0.06060606060606061, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 1, 0.07407407407407407, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.07407407407407407]","[1, 0, 0, 0]",munch
2529,"[1, 0, 0.04878048780487805, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 1, 0.10526315789473684, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 0.10526315789473684]","[1, 0, 0, 0]",munch
2530,"[0, 0, 0.03389830508474576, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
2531,"[1, 0, 0.044444444444444446, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 1, 0.13333333333333333, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.13333333333333333, 0, 0, 0.13333333333333333]","[1, 0, 0, 0]",munch
2532,"[0, 0, 0.07407407407407407, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.06060606060606061, 0, 0, 0.07407407407407407, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2533,"[1, 0, 0.0392156862745098, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 1, 0.2222222222222222, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[1, 0, 0, 0]",munch
2534,"[1, 0, 0.05714285714285714, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 1, 0.08, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.08]","[1, 0, 0, 0]",munch
2535,"[0, 0, 0.09523809523809523, 0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 1, 0, 0.05128205128205128, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931]","[0, 0, 0, 1]",munch
2536,"[1, 0, 0.03389830508474576, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 2.0, 0, 0, 0.11764705882352941, 0, 0, 0.08695652173913043, 0, 0, 2.0, 0, 0, 2.0]","[0, 0, 1, 0]",wall move
2537,"[1, 0, 0.03773584905660377, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 1, 0.2857142857142857, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857]","[1, 0, 0, 0]",munch
2538,"[0, 0, 0.05405405405405406, 0, 1, 0.08, 0, 0, 0.13333333333333333, 1, 0, 0.08695652173913043, 0, 0, 0.08, 0, 0, 0.13333333333333333, 0, 0, 0.08695652173913043, 0, 0, 0.13333333333333333]","[0, 0, 0, 1]",food move
2539,"[0, 0, 2.0, 0, 0, 0.05405405405405406, 0, 0, 0.6666666666666666, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05405405405405406, 0, 0, 0.6666666666666666]","[0, 0, 1, 0]",wall move
2540,"[0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 1, 0, 0.05128205128205128, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
2541,"[0, 0, 0.18181818181818182, 0, 1, 0.09523809523809523, 0, 0, 0.10526315789473684, 1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.09523809523809523, 0, 0, 0.10526315789473684]","[0, 0, 0, 1]",food move
2542,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2543,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2544,"[0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.08695652173913043, 0, 0, 0.11764705882352941]","[0, 0, 0, 1]",wall move
2545,"[0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2857142857142857, 0, 0, 0.06060606060606061]","[0, 0, 0, 1]",wall move
2546,"[0, 0, 0.4, 0, 0, 0.6666666666666666, 1, 0, 0.05405405405405406, 0, 1, 0.03636363636363636, 0, 0, 0.6666666666666666, 0, 0, 0.4, 0, 0, 0.6666666666666666, 1, 0, 0.05405405405405406]","[1, 0, 0, 0]",food move
2547,"[0, 0, 2.0, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806]","[0, 0, 0, 1]",wall move
2548,"[1, 0, 0.0425531914893617, 0, 0, 0.10526315789473684, 0, 1, 0.09523809523809523, 0, 0, 0.15384615384615385, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523, 0, 0, 0.15384615384615385, 0, 0, 0.15384615384615385]","[0, 0, 1, 0]",food move
2549,"[0, 0, 0.0425531914893617, 1, 0, 0.06896551724137931, 0, 1, 0.18181818181818182, 0, 0, 0.15384615384615385, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.15384615384615385, 0, 0, 0.18181818181818182]","[0, 0, 1, 0]",munch
2550,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2551,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2552,"[0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222]","[0, 0, 0, 1]",wall move
2553,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2554,"[1, 0, 0.0392156862745098, 0, 0, 0.07407407407407407, 0, 1, 0.15384615384615385, 0, 0, 0.2222222222222222, 0, 0, 0.07407407407407407, 0, 0, 0.15384615384615385, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2555,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2556,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2557,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2558,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2559,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2560,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2561,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2562,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2563,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2564,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2565,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2566,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2567,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2568,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2569,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2570,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2571,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2572,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2573,"[0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714, 0, 1, 0.03773584905660377, 0, 0, 0.4, 0, 0, 0.2857142857142857, 0, 0, 0.4, 1, 0, 0.05714285714285714]","[1, 0, 0, 0]",food move
2574,"[0, 0, 0.2857142857142857, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03773584905660377, 0, 0, 0.2857142857142857, 0, 0, 0.2857142857142857, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2575,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2576,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2577,"[0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.05714285714285714, 0, 0, 0.4]","[0, 0, 0, 1]",wall move
2578,"[1, 0, 0.0392156862745098, 0, 0, 0.06451612903225806, 0, 1, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.06451612903225806, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222, 0, 0, 0.2222222222222222]","[0, 0, 1, 0]",food move
2579,"[0, 0, 0.05714285714285714, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.08, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 0, 0, 0.08, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2580,"[0, 0, 0.05128205128205128, 1, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 0.05128205128205128, 0, 0, 2.0, 0, 0, 0.09523809523809523, 0, 0, 2.0]","[0, 1, 0, 0]",wall move
2581,"[0, 0, 0.08695652173913043, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05405405405405406, 0, 0, 0.08695652173913043, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2582,"[0, 1, 0.08695652173913043, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05405405405405406, 0, 0, 0.08695652173913043, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
2583,"[0, 0, 0.09523809523809523, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.05128205128205128, 0, 0, 0.09523809523809523, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2584,"[0, 1, 0.10526315789473684, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.04878048780487805, 0, 0, 0.10526315789473684, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
2585,"[0, 0, 0.10526315789473684, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.04878048780487805, 0, 0, 0.10526315789473684, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2586,"[0, 1, 0.11764705882352941, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.046511627906976744, 0, 0, 0.11764705882352941, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
2587,"[0, 0, 0.15384615384615385, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2588,"[0, 0, 0.15384615384615385, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2589,"[0, 0, 0.18181818181818182, 0, 1, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",food move
2590,"[0, 1, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.04081632653061224, 0, 0, 0.18181818181818182, 0, 0, 0.18181818181818182, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 1, 0, 0]",munch
2591,"[0, 0, 0.15384615384615385, 0, 1, 0.08, 1, 0, 0.13333333333333333, 0, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.15384615384615385, 0, 0, 0.08, 0, 0, 0.13333333333333333]","[0, 0, 0, 1]",munch
2592,"[0, 0, 0.15384615384615385, 0, 1, 0.10526315789473684, 0, 0, 0.09523809523809523, 1, 0, 0.0425531914893617, 0, 0, 0.15384615384615385, 0, 0, 0.15384615384615385, 0, 0, 0.10526315789473684, 0, 0, 0.09523809523809523]","[0, 0, 0, 1]",food move
2593,"[0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182, 1, 0, 0.03389830508474576, 0, 0, 2.0, 0, 0, 2.0, 0, 0, 0.06896551724137931, 0, 0, 0.18181818181818182]","[0, 0, 0, 1]",wall move
